comparison_type,variant,semantic_similarity_sbert_count,semantic_similarity_sbert_mean,semantic_similarity_sbert_std,semantic_similarity_sbert_median,delta_cli_count,delta_cli_mean,delta_cli_std,delta_cli_median,delta_aoa_count,delta_aoa_mean,delta_aoa_std,delta_aoa_median,delta_concreteness_count,delta_concreteness_mean,delta_concreteness_std,delta_concreteness_median,delta_imageability_count,delta_imageability_mean,delta_imageability_std,delta_imageability_median,delta_fk_grade_count,delta_fk_grade_mean,delta_fk_grade_std,delta_fk_grade_median,delta_mtld_count,delta_mtld_mean,delta_mtld_std,delta_mtld_median,delta_tier2_proxy_token_ratio_count,delta_tier2_proxy_token_ratio_mean,delta_tier2_proxy_token_ratio_std,delta_tier2_proxy_token_ratio_median
human_reference,human::elementary,189,0.8911072353206614,0.052921437269255155,0.9008581638336182,189,0.3019795468220883,0.3687221567738714,0.3080729018821779,189,-18.506746698377114,16.52270956464425,-18.02246835443043,189,-0.006486792630741712,7.961962336221633,0.3969354684967925,189,0.2631956832988839,7.6009754032117804,0.6339288440983069,189,-2.9756962059778576,1.2040600515847983,-2.7606732402708936,189,-26.358461780244166,17.191111645166856,-24.28423384791307,189,-0.027332259436004123,0.018881433968424233,-0.0246153846153846
