SBERT,DeltaCLI,DeltaAoA,DeltaConcreteness,DeltaImageability,DeltaFKGL,DeltaMTLD,DeltaTier2Proxy
0.89,0.3,-18.51,-0.01,0.26,-2.98,-26.36,-0.03
