comparison_type,variant,semantic_similarity_sbert_count,semantic_similarity_sbert_mean,semantic_similarity_sbert_std,semantic_similarity_sbert_median,delta_cli_count,delta_cli_mean,delta_cli_std,delta_cli_median,delta_aoa_count,delta_aoa_mean,delta_aoa_std,delta_aoa_median,delta_concreteness_count,delta_concreteness_mean,delta_concreteness_std,delta_concreteness_median,delta_imageability_count,delta_imageability_mean,delta_imageability_std,delta_imageability_median,delta_fk_grade_count,delta_fk_grade_mean,delta_fk_grade_std,delta_fk_grade_median,delta_mtld_count,delta_mtld_mean,delta_mtld_std,delta_mtld_median,delta_tier2_proxy_token_ratio_count,delta_tier2_proxy_token_ratio_mean,delta_tier2_proxy_token_ratio_std,delta_tier2_proxy_token_ratio_median
human_reference,human_reference,0,,,,189,0.16314073723350173,0.41643767910531077,0.1325916493659237,189,-19.1065936976199,17.945179360024333,-18.791666666667027,189,-7.232209621770149,8.868951332351948,-6.64969896004402,189,-5.330544542328905,8.021070479934416,-5.562841530053959,189,-2.927748340510548,1.2667338122820613,-2.791361795987425,189,-25.50720975685773,17.218025708146193,-24.189019089485583,189,-0.027332259436004123,0.018881433968424233,-0.0246153846153846
